pid;type;title;authors;mentors;source_title;published_date;url;doi;isbn;issn;eissn
mef:4992;thesis;Mechanical Ventilation;Deovic, Sabina;Tonkovic, Dinko;;19.10.2021;https://urn.nsk.hr/urn:nbn:hr:105:283322;;;;
mefst:995;thesis;Clinical and radiological outcome after TMT-I-Arthrodesis with medial insertion of angle-stable plates in comparison to a TMT-I arthrodesis with plantar insertion of angle stable plates;Krause, Niklas Marc;Cukelj, Fabijan;;27.7.2020;https://urn.nsk.hr/urn:nbn:hr:171:218363;;;;
mef:2499;thesis;Prevalence of allergic rhinitis and asthma in patients who underwent sinus surgery;Puževski, Nika;Baudoin, Tomislav;;12.7.2019;https://urn.nsk.hr/urn:nbn:hr:105:802925;;;;
mef:2102;thesis;Renal transplantation and rare diseases;Vukic, Tea;Bašic Jukic, Nikolina;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:280989;;;;
mefos:736;thesis;Uzroci akutnog i kronicnog prostatitisa u odredenoj životnoj dobi;Hedi, Ana;Galic, Josip;;24.7.2018;https://urn.nsk.hr/urn:nbn:hr:152:094446;;;;
mefst:2103;thesis;Impact of left atrial fibrosis tissue before and induced scar tissue after pulmonary vein isolation on left atrial function detected using cardiac-MRI in patients with atrial fibrillation;Zuber, Mariella Franziska Andrea;Brachmann, Johannes;;1.9.2023;https://urn.nsk.hr/urn:nbn:hr:171:327579;;;;
mef:3743;thesis;Fractures around the knee region;Perojevic, Marko;Dobric, Ivan;;17.7.2020;https://urn.nsk.hr/urn:nbn:hr:105:745005;;;;
medri:7924;thesis;Child Abuse from the Clinical Forensic Aspect;Dehling, Kim Laura;"Cuculic, Dražen; ";;15.7.1905;https://urn.nsk.hr/urn:nbn:hr:184:312690;;;;
sfzg:1505;thesis;Influence of Systemic Diseases on Oral Microbiota;Urbancic-Rak, Taja;Puhar, Ivan;;10.7.2023;https://urn.nsk.hr/urn:nbn:hr:127:272657;;;;
mef:2120;thesis;Newly diagnosed diabetes - treatment plan and goals;Al-Jabiri, Abdelkarim;Pavlic-Renar, Ivana;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:297771;;;;
mef:334;thesis;Transarterial chemoembolization of hepatocellular carcinoma;Cetinic, Ivan;Brkljacic, Boris;;15.7.2014;https://urn.nsk.hr/urn:nbn:hr:105:677407;;;;
mefst:1540;thesis;The impact of the COVID-19 pandemic on the outcome of myocardial infarctions;Witthauer, Tom;Brachmann, Johannes;;27.7.2022;https://urn.nsk.hr/urn:nbn:hr:171:048455;;;;
mefst:544;thesis;Urinary tract infections treated in the Clinic for infectology, University hospital of Split, in 2016-2017 year : epidemiological, clinical and microbiological features;Kastrat, Selma;Ivic, Ivo;;10.7.1905;https://urn.nsk.hr/urn:nbn:hr:171:580011;;;;
mef:5030;thesis;The effect of endocrine disruptors on reproductive health;Yanai, Dor;Banovic, Maja;;20.10.2021;https://urn.nsk.hr/urn:nbn:hr:105:191420;;;;
mefst:1271;thesis;Thrombectomy outcomes in middle cerebral artery stroke among the patients at the University hospital of Split;Caap, Christopher;Košta, Vana;;16.9.2021;https://urn.nsk.hr/urn:nbn:hr:171:429448;;;;
medri:7779;thesis;NAGLE SMRTI TIJEKOM SPORTSKIH AKTIVNOSTI;Trnski, Marta;"Cuculic, Dražen; ";;15.7.1905;https://urn.nsk.hr/urn:nbn:hr:184:550683;;;;
mefst:1955;thesis;The reporting quality of randomized controlled trial abstracts on topical vitamin C;Granic, Patricia Katharina;Bukic, Josipa;;13.7.2023;https://urn.nsk.hr/urn:nbn:hr:171:670702;;;;
mef:1350;thesis;Perinatal outcome in pregnancies with gestational diabetes;Atoui, Yasmine Yakouta;Juras, Josip;;15.7.2016;https://urn.nsk.hr/urn:nbn:hr:105:577958;;;;
mef:4997;thesis;Treatment of diabetic retinopathy;Haccart, Pierre Paul Francis Marie;Vukojevic, Nenad;;13.10.2021;https://urn.nsk.hr/urn:nbn:hr:105:533100;;;;
mefst:1585;thesis;Malnutrion in colorectal and pancreatic cancer patients : Prevalence and therapeutic need in an annual interval from 08/2020-08/2021;Dorsch, Judith;Lamberti, Christof;;8.9.2022;https://urn.nsk.hr/urn:nbn:hr:171:025793;;;;
mefst:994;thesis;The effects of moderate daily red wine intake on arterial stiffness and hemodynamic parameters in type 2 diabetes mellitus;Januš, Anika Katarina;Mudnic, Ivana;;24.7.2020;https://urn.nsk.hr/urn:nbn:hr:171:674739;;;;
mefst:1532;thesis;Trace elements and the thyroid gland;Eichelsdörfer, Astrid Susanne;Merger, Sigrun Renate;;25.7.2022;https://urn.nsk.hr/urn:nbn:hr:171:260682;;;;
mefst:1593;thesis;The effect of preprocedural application of topical medications on the radial artery dilation and occurrence of vasospasm in patients undergoing transradial angiography;Fylling, Lisa;Borovac, Josip Andelo;;13.9.2022;https://urn.nsk.hr/urn:nbn:hr:171:279978;;;;
mef:2125;thesis;Gaucher disease in children;Shoham, Ori Zion;Cuk, Mario;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:957648;;;;
mefst:1579;thesis;The impact of pain and bodyweight on the time in post-anesthesia recovery in adult patients : a retrospective cross-sectional study;Groetsch, Philipp;Breuer, Georg Heinrich;;7.9.2022;https://urn.nsk.hr/urn:nbn:hr:171:216767;;;;
mef:399;thesis;Quality of life in Sjögren syndrome patients;Tabain, Vicko;Markeljevic, Jasenka;;15.7.2015;https://urn.nsk.hr/urn:nbn:hr:105:233601;;;;
mef:2113;thesis;Surgical and non-surgical methods in facial rejuvenation;Allahyari Fard, Shahab;Mijatovic, Davor;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:942817;;;;
mefst:688;thesis;Plasma Matrix Gla protein and biochemical parameters in patients with Crohn´s disesase;Tufteland, Martin;Božic, Joško;;5.7.2019;https://urn.nsk.hr/urn:nbn:hr:171:048195;;;;
mef:370;thesis;The role of adipokines in polycystic ovary syndrome;Šikic, Maja;Pavicic-Baldani, Dinka;;15.7.2014;https://urn.nsk.hr/urn:nbn:hr:105:054209;;;;
mefst:488;thesis;Expression of hypoxia-inducible factor-1 alpha (HIF-1a) in high grade and low grade endometrial carcinomas;Schmid, Leon Romeo;Zekic Tomaš, Sandra;;26.7.2017;https://urn.nsk.hr/urn:nbn:hr:171:747080;;;;
mef:1463;thesis;Anatomsko - radiološka studija pneumatizacije kriste gali;Antunovic, Romano;Mladina, Ranko;;14.7.2017;https://urn.nsk.hr/urn:nbn:hr:105:009207;;;;
mef:1728;thesis;Recent advances in understanding the pathogenesis of rosacea;Faruqui, Ibad Ahmad;Bukvic Mokos, Zrinka;;12.9.2017;https://urn.nsk.hr/urn:nbn:hr:105:779969;;;;
mef:5022;thesis;The role of DNA methylation in human spermatogenesis;Shafran, Inbar;Katušic Bojanac, Ana;;11.3.2022;https://urn.nsk.hr/urn:nbn:hr:105:186164;;;;
mef:3879;thesis;All-Inside anterior cruciate ligament reconstruction;Schumacher, Bastian So-Song;Jelic, Mislav;;16.7.2021;https://urn.nsk.hr/urn:nbn:hr:105:193967;;;;
pharma:1013;thesis;Gastrointestinalna stabilnost ekstrakata komine masline;Antolic, Nikolina;Vitali Cepo, Dubravka;;13.4.2018;https://urn.nsk.hr/urn:nbn:hr:163:077756;;;;
medri:7951;thesis;“ANALYSIS OF THE QUALITY OF LIFE OF PROSTATE CANCER PATIENTS AFTER LDR BRACHYTHERAPY USING EORTC QLQ-30 AND EORTC QLQ-25 QUESTIONNAIRES”;Kalem, Sophia Katharina;"Španjol, Josip; ";;30.6.2023;https://urn.nsk.hr/urn:nbn:hr:184:932258;;;;
mefst:483;thesis;Comparative analysis of antiglaucoma generic and original eye drugs in Split-Dalmatia County;Mastnak, Viktor Marin;Rogošic, Veljko;;25.9.2017;https://urn.nsk.hr/urn:nbn:hr:171:138683;;;;
mefst:1601;thesis;Severity of pediatrics ketoacidosis before and during COVID-19 pandemic;Müller, Fritz;Dahlem, Peter Georg;;12.9.2022;https://urn.nsk.hr/urn:nbn:hr:171:982474;;;;
pharma:187;thesis;Isolation of bioactive metabolites from the red alga Sphaerococcus coronopifolius;Tomic, Anamarija;Zovko Koncic, Marijana;;22.12.2015;https://urn.nsk.hr/urn:nbn:hr:163:765070;;;;
mef:2497;thesis;Management of chronic obstructive pulmonary disease patients in the emergency department setting;Pajnic, Filip;Degoricija, Vesna;;12.7.2019;https://urn.nsk.hr/urn:nbn:hr:105:928695;;;;
mef:3774;thesis;Clinical trials in developing countries - ethical considerations;Vujevic, Luka;Likic, Robert;;17.7.2020;https://urn.nsk.hr/urn:nbn:hr:105:008490;;;;
mef:3886;thesis;Cognitive impairment in multiple sclerosis;Zohari, Meytar;Gabelic, Tereza;;16.7.2021;https://urn.nsk.hr/urn:nbn:hr:105:991354;;;;
mef:1716;thesis;Cognitive-behavioural therapy of obsessive-compulsive disorder;Zoric, Veronika Nives;Begic, Dražen;;14.7.2017;https://urn.nsk.hr/urn:nbn:hr:105:841910;;;;
mefst:556;thesis;Assesment of quality of life in patients with ulcerative colitis;Gomez, Alvaro;Božic, Joško;;10.7.1905;https://urn.nsk.hr/urn:nbn:hr:171:111189;;;;
mef:1714;thesis;The complexity of malnutrition in cystic fibrosis;Prskalo, Romana;Tješic-Drinkovic, Duška;;14.7.2017;https://urn.nsk.hr/urn:nbn:hr:105:459629;;;;
mef:3722;thesis;Stress incontinence;Azoolay, Or;Banovic, Vladimir;;17.7.2020;https://urn.nsk.hr/urn:nbn:hr:105:983593;;;;
mef:359;thesis;Treatment of the late complications of hip and femur fractures;De Sousa, Thomas;Bicanic, Goran;;15.7.2014;https://urn.nsk.hr/urn:nbn:hr:105:842530;;;;
medri:7789;thesis;APPLICATION OF NEXT GENERATION SEQUENCING IN NEUROLOGY – RETROSPECTIVE STUDY AT THE DEPARTMENT OF MEDICAL GENETICS AND BIOLOGY, FACULTY OF MEDICINE RIJEKA;Wisniewski, Lisa;Pereza, Nina;;27.6.2023;https://urn.nsk.hr/urn:nbn:hr:184:087163;;;;
mef:2104;thesis;Analysis of indications for electroconvulsive therapy in the hospitalized psychiatric patients;Strucic, Ana;Mihaljevic-Peleš, Alma;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:292394;;;;
mefst:644;thesis;The effects of long-term diabetes mellitus on adult neurogenesis in subventricular zone of the rat brain;Boy, Tim Hendrik;Filipovic, Natalija;;14.12.2018;https://urn.nsk.hr/urn:nbn:hr:171:151701;;;;
mef:4981;thesis;The use of fecal microbiota transplantation in gastrointestinal diseases;Ali, Jannat Monosi;Peric, Mihaela;;14.1.2022;https://urn.nsk.hr/urn:nbn:hr:105:159138;;;;
mef:4989;thesis;Treatment of pregnant women with preterm premature rupture of membranes in prevention of adverse neurological consequences of a child;Bracha, Lirose;Juras, Josip;;23.11.2021;https://urn.nsk.hr/urn:nbn:hr:105:709184;;;;
mef:3721;thesis;Osteoarthritis of the hip;Asofsky, Daniel Lotan;Peric, Porin;;17.7.2020;https://urn.nsk.hr/urn:nbn:hr:105:542778;;;;
medri:7790;thesis;PATHOPHYSIOLOGICAL CHANGES IN THE SPINAL CORD FOLLOWING SINGLE MODERATE AND REPETITIVE MILD TRAUMATIC BRAIN INJURY;Jaeger, Marc;"Dolenec, Petra; ";;15.7.1905;https://urn.nsk.hr/urn:nbn:hr:184:798339;;;;
mef:2115;thesis;TakoTsubo cardiomyopathy;Botonjic, Ragib;Skoric, Boško;;13.7.2018;https://urn.nsk.hr/urn:nbn:hr:105:229001;;;;
mef:6647;thesis;Impact of the COVID-19 pandemic on the surgical treatment of a patient with colorectal carcinoma;Pudic, Antonio;Matoševic, Petar;;13.7.2023;https://urn.nsk.hr/urn:nbn:hr:105:776167;;;;
pharma:1243;thesis;Optimization of microchip-based capillary electrophoresis for studying oncolytic adenovirus-peptide binding ratio;Batelic, Laura;Nigovic, Biljana;;16.9.2019;https://urn.nsk.hr/urn:nbn:hr:163:198939;;;;
mefst:2000;thesis;Screen time, sleep duration and health perception among university students: a cross-sectional study;Lundstrom, Fritiof Wilhelm;Kolcic, Ivana;;25.7.2023;https://urn.nsk.hr/urn:nbn:hr:171:678057;;;;
mefst:1531;thesis;Gender differences regarding the complications in elderly patients with atrial fibrillation ablation;Deickert, Josephina;Brachmann, Johannes;;15.7.2022;https://urn.nsk.hr/urn:nbn:hr:171:069837;;;;
mef:6648;thesis;Premature menopause;Shnaider, Lee;Šprem Goldštajn, Marina;;13.7.2023;https://urn.nsk.hr/urn:nbn:hr:105:329169;;;;
mefst:481;thesis;The role of olfaction in dietary preferences, composition and anthropometric characteristics in the population of Dalmatia;Lundström, Yasmin;Kolcic, Ivana;;24.7.2017;https://urn.nsk.hr/urn:nbn:hr:171:314191;;;;
mef:5031;thesis;Myelin oligodendrocyte glycoprotein antibody-associated disease;Younes, Aya;Barišic, Nina;;20.1.2022;https://urn.nsk.hr/urn:nbn:hr:105:448687;;;;
mef:390;thesis;Secondary hyperparathyroidism;Ivancic, Stipe;Pavlovic, Draško;;25.9.2015;https://urn.nsk.hr/urn:nbn:hr:105:426623;;;;
medri:7782;thesis;TREATMENT OPTIONS OF CEREBRAL ANEURYSMS;Gramelt, Alfred;Ledic, Darko;;14.7.2023;https://urn.nsk.hr/urn:nbn:hr:184:278550;;;;
mef:3729;thesis;Unicondylar knee replacement;Golan, Dekel;Jelic, Mislav;;17.7.2020;https://urn.nsk.hr/urn:nbn:hr:105:149121;;;;
mef:1721;thesis;Diagnostic criteria for late onset neonatal sepsis;Edström, Gustaf Sebastian;Filipovic-Grcic, Boris;;14.7.2017;https://urn.nsk.hr/urn:nbn:hr:105:360359;;;;
mefst:1580;thesis;Extended molecular testing of consecutive tumor specimen and subsequent treatment;Schwenkenbecher, Finja Marie;Lamberti, Christof;;7.9.2022;https://urn.nsk.hr/urn:nbn:hr:171:706220;;;;
mef:4993;thesis;Side effects of antidepressants;Elia, Harel;Aukst Margetic, Branka;;29.10.2021;https://urn.nsk.hr/urn:nbn:hr:105:158378;;;;
mefst:477;thesis;The use of systematic reviews in randomized controlled trials in anesthesiology;Engelking, Anja;Puljak, Livia;;24.7.2017;https://urn.nsk.hr/urn:nbn:hr:171:609953;;;;
mefst:1538;thesis;GLUT-9 expression in human term placentas of diet regulated gestational diabetes mellitus pregnancies;Simicevic, Sana;Zekic Tomaš, Sandra;;25.7.2022;https://urn.nsk.hr/urn:nbn:hr:171:062234;;;;
mefst:2170;thesis;Hormones FSH, LH and Inhibin B levels in adolescent treated and followed due to varicocele at pediatric surgery Split;Anso, Anna Husebo;Todoric, Davor;;13.9.2023;https://urn.nsk.hr/urn:nbn:hr:171:576776;;;;
mef:1351;thesis;Medical treatment of endometriosis;Chelon, Leslie Anna Charlotte Lucia;Škrgatic, Lana;;28.9.2016;https://urn.nsk.hr/urn:nbn:hr:105:146405;;;;
