pid;type;title;authors;mentors;source_title;published_date;url;doi;isbn;issn;eissn
fkit:319;thesis;Chemical characterization of freshwater sediments in central Italy: a tool to discriminate between anthropogenic pollution and natural geogenic sources;Damianic, Bernarda;Loncaric Božic, Ana;;29.9.2016;https://urn.nsk.hr/urn:nbn:hr:149:645254;;;;
rgn:2244;thesis;Multiphase flow with CO2 as the displacing phase: digital rock, laboratory, and upscaled analysis;Sušilovic, Nikolina;"Vulin, Domagoj; ";;24.2.2023;https://urn.nsk.hr/urn:nbn:hr:169:108638;;;;
pfri:3349;thesis;Risk Assessment of the Extraordinary Pollution in the Adriatic Sea as an Economically Important Area for the Republic of Croatia;Malnar, Teo;Šabalja, Ðani;;28.11.2022;https://urn.nsk.hr/urn:nbn:hr:187:057771;;;;
fsb:4988;thesis;Ocjena radnog opterecenja pilota helikoptera za scenarij slijetanja na brodsku platformu;Gašparac, Tibor;Vrdoljak, Milan;;15.5.2019;https://urn.nsk.hr/urn:nbn:hr:235:444155;;;;
fsb:4253;thesis;Eksperimentalni model prirodne ventilacije zgrade u urbanoj sredini;Golubic, Dino;Kozmar, Hrvoje;;28.3.2018;https://urn.nsk.hr/urn:nbn:hr:235:996809;;;;
rgn:908;thesis;New simplistic approach for MEOR modelling and uncertainty assesment;Vukovic, Tomislav;Vulin, Domagoj;;8.7.2019;https://urn.nsk.hr/urn:nbn:hr:169:162432;;;;
pfri:2393;thesis;Centrifugal separator diagnosis;Arnaut, Alen;"Kralj, Predrag; ";;8.10.2021;https://urn.nsk.hr/urn:nbn:hr:187:957645;;;;
fsb:2707;thesis;Ispitivanje uredaja za smanjenje aerodinamickog otpora cestovnih vozila;Puljic, Damjan;"Lulic, Zoran; Šoda, Ante";;5.12.2014;https://urn.nsk.hr/urn:nbn:hr:235:406756;;;;
pfri:1909;thesis;Integrated coastal zone management in Republic of Croatia with a reference to Marina Vrsar;Sardelin, Anton;Debelic, Borna;;17.9.2020;https://urn.nsk.hr/urn:nbn:hr:187:801598;;;;
riteh:3504;thesis;Uredaji za smanjenje struja kratkog spoja u prijenosnim mrežama;Mioc, Ante;"Frankovic, Dubravko; ";;17.11.2022;https://urn.nsk.hr/urn:nbn:hr:190:758821;;;;
rgn:978;thesis;Integration of big data analysis and engineering advanced analytics to intelligently manage and control completion and artifical lift for selected well in Croatia;Milicevic, Monika;"Pašic, Borivoje; Soleša, Mišo";;23.9.2019;https://urn.nsk.hr/urn:nbn:hr:169:056127;;;;
fsb:3345;thesis;Napredna metoda energijske analize za optimalno rješenje pri obnovi zgrada;Stjelja, Davor;Balen, Igor;;25.3.2016;https://urn.nsk.hr/urn:nbn:hr:235:145344;;;;
fsb:7147;thesis;Design and simulation of a vertical dynamics control system within an advanced simulation environment;Berljavac, Paolo;Deur, Joško;;16.7.2021;https://urn.nsk.hr/urn:nbn:hr:235:078784;;;;
pfri:1952;thesis;Autonomous vehicles;Perman, Luka;"Tijan, Edvard; ";;24.9.2020;https://urn.nsk.hr/urn:nbn:hr:187:582793;;;;
fsb:2519;thesis;Analiza podmornice Typhoon klase;Šabalja, Tomislav;Slapnicar, Vedran;;17.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:938838;;;;
fsb:7439;thesis;Development of the software for a Formula Student vehicle suspension optimal hardpoints positions determination;Mraz, Bruno;Prebeg, Pero;;17.12.2021;https://urn.nsk.hr/urn:nbn:hr:235:414305;;;;
fpz:1716;thesis;Optimization of railway traffic using software solution;Leko, Marko;"Abramovic, Borna; Pachl, Jörn";;23.9.2019;https://urn.nsk.hr/urn:nbn:hr:119:538695;;;;
rgn:305;thesis;Paper recycling;Kalinic, Mate Juraj;Bedekovic, Gordan;;19.2.2016;https://urn.nsk.hr/urn:nbn:hr:169:523621;;;;
fsb:5785;thesis;Validacija modela turbulencije pri tranziciji iz laminarnog u turbulentno strujanje;Kovacic, Luka;Jasak, Hrvoje;;10.4.2020;https://urn.nsk.hr/urn:nbn:hr:235:676819;;;;
fsb:3422;thesis;Studija modela interakcije rotora i statora kod numerickog odredivanja performansi centrifugalnih pumpi;Horvat, Marko;Jasak, Hrvoje;;15.7.2016;https://urn.nsk.hr/urn:nbn:hr:235:371213;;;;
fsb:3289;thesis;Analiza proizvodnje u tvornici kabela;Temelini, Giulia;Kunica, Zoran;;10.2.2016;https://urn.nsk.hr/urn:nbn:hr:235:527189;;;;
fsb:3819;thesis;Numericka simulacija strujanja u višestupanjskom aksijalnom kompresoru;Bartolec, Bruno;Jasak, Hrvoje;;19.5.2017;https://urn.nsk.hr/urn:nbn:hr:235:533577;;;;
fsb:6680;thesis;Analysis of the break assignment problem in emergency fleets considering area coverage;Novak, Dora;"Cajner, Hrvoje; ";;21.1.2021;https://urn.nsk.hr/urn:nbn:hr:235:904173;;;;
fpz:1563;thesis;Analysis of Tram Systems and Their Implementation in Wiesbaden;Sikiric, Matija;"Slavulj, Marko; Bruns, André";;28.6.2018;https://urn.nsk.hr/urn:nbn:hr:119:315896;;;;
fkit:1726;thesis;Copper-doped ceria catalytic activity for soot oxidation process;Musakana, Fadzai Praise;Kurajica, Stanislav;;20.9.2022;https://urn.nsk.hr/urn:nbn:hr:149:102746;;;;
rgn:1382;thesis;Potential of the hydraulic concentric tubular pumping system;Curiš, Sven;"Langbauer, Clemens; Karasalihovic-Sedlar, Daria";;22.9.2020;https://urn.nsk.hr/urn:nbn:hr:169:076955;;;;
fsb:7432;thesis;Fatigue analysis of seam welds in lightweight aluminum structures;Vukic, Mislav;Tonkovic, Zdenko;;17.12.2021;https://urn.nsk.hr/urn:nbn:hr:235:072463;;;;
rgn:2235;thesis;INOPIA model for drought forecast and its consequences on water resources – example of the City of Foligno in Italy;Martinic, Nina;"Nakic, Zoran; ";;15.7.1905;https://urn.nsk.hr/urn:nbn:hr:169:551372;;;;
etfos:3005;thesis;iDeliver;Pavlovic, Zvonimir;Lukic, Ivica;;21.7.2021;https://urn.nsk.hr/urn:nbn:hr:200:172413;;;;
fsb:6643;thesis;Calibration and validation of a damage model for 6005-T6 aluminium;Stanic, Matej;Tonkovic, Zdenko;;22.1.2021;https://urn.nsk.hr/urn:nbn:hr:235:861951;;;;
pmfst:1484;thesis;Numerical and machine learning methods in automatic text summarization;Sokol, Domina;Mladenovic, Saša;;23.9.2022;https://urn.nsk.hr/urn:nbn:hr:166:511169;;;;
pfri:1853;thesis;Modelling and simulation of the operation of diesel generators on offshore drilling rigs by using the Python programming language;Cemeljic, Hrvoje;Ogrizovic, Dario;;2.7.2020;https://urn.nsk.hr/urn:nbn:hr:187:480241;;;;
rgn:151;thesis;Directionall well design using Paradigm Sysdrill simulator;Japundžic, Silvio;Krištafor, Zdenko;;18.12.2015;https://urn.nsk.hr/urn:nbn:hr:169:125811;;;;
fsb:5001;thesis;Analiza strujanja i prijelaza topline u odjeljku motora lakog zrakoplova korištenjem numericke mehanike fluida;Zrnic, Dino;Jasak, Hrvoje;;25.1.2018;https://urn.nsk.hr/urn:nbn:hr:235:767178;;;;
fsb:3364;thesis;Izrada nelinearnog frekvencijski ovisnog modela dinamicke krutosti nosaca motora;Kovarik, Borna;Kozarac, Darko;;12.5.2016;https://urn.nsk.hr/urn:nbn:hr:235:327651;;;;
fpz:644;thesis;Reverse Logistics Warehouse Process Optimization;Klongsungsorn, Panudda;Bajor, Ivona;;27.9.2016;https://urn.nsk.hr/urn:nbn:hr:119:152756;;;;
pfri:2840;thesis;The importance of the port of Rijeka within the Pan-European corridor V;Bogovic, Lorena;Tijan, Edvard;;19.7.2022;https://urn.nsk.hr/urn:nbn:hr:187:565758;;;;
gradst:725;thesis;Analiza nosivosti celicnog stupa izloženog lokaliziranom požaru;Faldic, Tonko;Toric, Neno;;21.9.2017;https://urn.nsk.hr/urn:nbn:hr:123:464209;;;;
fsb:4954;thesis;Numericka simulacija procesa spreja i izgaranja u komori za izgaranje mlaznog motora;Cerinski, Damijan;Vujanovic, Milan;;19.7.2017;https://urn.nsk.hr/urn:nbn:hr:235:916716;;;;
gradri:1666;thesis;Modeliranje i analiza višekatnog stambenog objekta primjenom BIM-a;Lenart, Filip;Toric Malic, Neira;;27.9.2023;https://urn.nsk.hr/urn:nbn:hr:157:603029;;;;
fkit:584;thesis;Feasibility of double electrochemical flow cell for high current density conversion of heat to electricity;Plazanic, Marko;Mandic, Zoran;;27.9.2017;https://urn.nsk.hr/urn:nbn:hr:149:687784;;;;
fsb:4031;thesis;Validacija sprege gibanja krutog tijela i racunalne dinamike fluida u frekvencijskoj domeni;Volaric, Filip;Jasak, Hrvoje;;8.12.2017;https://urn.nsk.hr/urn:nbn:hr:235:234447;;;;
fsb:3802;thesis;Numericki proracun performansi rotora NASA 67;Žužul, Josip;Jasak, Hrvoje;;31.3.2017;https://urn.nsk.hr/urn:nbn:hr:235:942499;;;;
fsb:5934;thesis;Izrada simulacijskog modela motora sa unutarnjim izgaranjem sa asinkronim starter motorom-generatorom u hibridnom elektricnom vozilu;Plavac, Filip;Pavkovic, Danijel;;14.5.2020;https://urn.nsk.hr/urn:nbn:hr:235:979499;;;;
etfos:2069;thesis;Primjena neizrazitih sustava za inteligentnu obradu dogadaja pri odredivanju primarnog kvara u prijenosnoj mreži;Krancpiler, Damir;"Glavaš, Hrvoje; Petrovic, Ivica";;25.10.2018;https://urn.nsk.hr/urn:nbn:hr:200:539798;;;;
fsb:52;thesis;Analiza preostale cvrstoce oštecene totalne proteze kuka;Babic, Milena;Božic, Željko;;25.1.2019;https://urn.nsk.hr/urn:nbn:hr:235:724874;;;;
fsb:4768;thesis;Modeliranje atmosferskog granicnog sloja u klimatskom zracnom tunelu;Ribicic, Matko;"Kozmar, Hrvoje; Pospišil, Stanislav";;4.12.2015;https://urn.nsk.hr/urn:nbn:hr:235:977173;;;;
pfri:2454;thesis;Blockchain technology perspectives in martime industry;Marenkovic, Sven;"Tijan, Edvard; ";;11.10.2021;https://urn.nsk.hr/urn:nbn:hr:187:389912;;;;
fsb:7489;thesis;Aerodynamic model development for general aviation aircraft based on flight test data;Ðeverlija, Jan Juraj;Vrdoljak, Milan;;16.12.2021;https://urn.nsk.hr/urn:nbn:hr:235:592022;;;;
etfos:2779;thesis;Histogram;Tarakcija, Dinko;Job, Josip;;28.9.2020;https://urn.nsk.hr/urn:nbn:hr:200:337481;;;;
fsb:6993;thesis;CFD simulacija nenominalnih radnih tocaka centrifugalnog kompresora;Corak, Matej;Jasak, Hrvoje;;24.3.2021;https://urn.nsk.hr/urn:nbn:hr:235:516890;;;;
fsb:3630;thesis;"Planiranje lokalnog energetskog sustava primjenom analize ""od dna prema gore""";Dobravec, Viktorija;"Krajacic, Goran; Schrrder Pedersen, Allan";;27.1.2017;https://urn.nsk.hr/urn:nbn:hr:235:941253;;;;
fpz:367;thesis;Inteligent Traffic Control with Priority for Emergency Vehicles;Mlinaric, Mario;Vujic, Miroslav;;3.5.2016;https://urn.nsk.hr/urn:nbn:hr:119:879217;;;;
fsb:3886;thesis;Tehno-ekonomska analiza razvoja novog tipa brodskog motora niske razine buke i vibracija;Tudor, Hana;Vladimir, Nikola;;21.7.2017;https://urn.nsk.hr/urn:nbn:hr:235:495581;;;;
fpz:1638;thesis;Factors of Performance and Safety of Road Vehicle Drivers in Urban Environment;Tokic, Sandro;Sumpor, Davor;;15.7.2019;https://urn.nsk.hr/urn:nbn:hr:119:215379;;;;
fsb:4659;thesis;Primjena Dispa-SET modela na analizu spone vodnih i elektroenergetskih sustava u zemljama Zapadnog Balkana i susjedstva;Stunjek, Goran;Krajacic, Goran;;29.3.2019;https://urn.nsk.hr/urn:nbn:hr:235:427234;;;;
pmfst:1694;thesis;Object tracking and detection with YOLOv8 and StrongSORT algorithms captured by drone;Farkaš, Luka;Mladenovic, Saša;;29.8.2023;https://urn.nsk.hr/urn:nbn:hr:166:238937;;;;
fsb:4968;thesis;Numericko modeliranje procesa izgaranja u komori za izgaranje mlaznog motora korištenjem kemijske kinetike i pristupa tabeliranih podataka propagacije plamena;Paden, Ivan;Vujanovic, Milan;;28.3.2018;https://urn.nsk.hr/urn:nbn:hr:235:615905;;;;
fkit:1371;thesis;DLP 3D printing of materials with heterogeneous material properties;Šebalj, Nikola;Vidovic, Elvira;;25.11.2022;https://urn.nsk.hr/urn:nbn:hr:149:396680;;;;
fpz:2256;thesis;Modeling and Validation of BADA 4 Piston Aircraft Performance;Papoci, Petar;Krajcek Nikolic, Karolina;;24.9.2020;https://urn.nsk.hr/urn:nbn:hr:119:944678;;;;
fsb:3172;thesis;Model reaplikacije za planiranje, razvoj i integraciju pametnih centraliziranih toplinskih sustava u pametne energetske sustave;Doracic, Borna;"Vad Mathiesen, Brian; Krajacic, Goran";;22.1.2016;https://urn.nsk.hr/urn:nbn:hr:235:907413;;;;
pfri:2498;thesis;The presence and danger of microplastics in the oceans;Margeta, Amalija;"Šabalja, Ðani; ";;27.9.2021;https://urn.nsk.hr/urn:nbn:hr:187:788647;;;;
fsb:2516;thesis;Numericke simulacije stlacivog strujanja fluida korištenjem spregnutog algoritma;Šunjo, Karlo;Jasak, Hrvoje;;18.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:924169;;;;
rgn:715;thesis;Geophysical investigation in water rich mining area;Skenderija, Jelena;Oreškovic, Jasna;;19.1.2018;https://urn.nsk.hr/urn:nbn:hr:169:124305;;;;
fsb:8230;thesis;Effects of rheological models of blood on the flow through an idealised stenosed artery;Milanovic, Matko;"Tukovic, Željko; ";;21.7.2022;https://urn.nsk.hr/urn:nbn:hr:235:121688;;;;
fsb:8107;thesis;Numerical Conjugate Heat Transfer Analysis of a Roots Blower;Matuzovic, Mario;"Tukovic, Željko; ";;13.5.2022;https://urn.nsk.hr/urn:nbn:hr:235:315521;;;;
fsb:3599;thesis;Simulacija promjene opterecenja Francisove hidraulicke turbine;Živkovic, Dario;Tukovic, Željko;;9.12.2016;https://urn.nsk.hr/urn:nbn:hr:235:013186;;;;
fsb:2715;thesis;Uloga dizalica topline velikih snaga u buducim energetskim sustavima;Dominkovic, Dominik Franjo;"Vad Mathiesen, Brian; Krajacic, Goran";;23.1.2015;https://urn.nsk.hr/urn:nbn:hr:235:888180;;;;
fpz:2052;thesis;Development of Scenarios on the ESCAPE ATC Simulator;Antolovic, Dorea;Juricic, Biljana;;24.9.2020;https://urn.nsk.hr/urn:nbn:hr:119:020042;;;;
fsb:3372;thesis;Planiranje razvoja proizvoda u automobilskoj industriji;Mandic, Marko;Marjanovic, Dorian;;20.5.2016;https://urn.nsk.hr/urn:nbn:hr:235:956598;;;;
fsb:3455;thesis;Implementacija i validacija elektrolitskog modela dva potencijala u numerickom modelu gorivnog clanka;Bešenic, Tibor;Jasak, Hrvoje;;15.7.2016;https://urn.nsk.hr/urn:nbn:hr:235:200762;;;;
fsb:5392;thesis;Numerical modelling of combustion process using flamelet generated manifold and coherent flame combustion models;Stipic, Marija;Vujanovic, Milan;;6.12.2019;https://urn.nsk.hr/urn:nbn:hr:235:851716;;;;
fsb:5940;thesis;Simulation analysis of an ABS control system for electric vehicles equipped with an electro-mechanical brake;Ritoša, Matija;Deur, Joško;;15.5.2020;https://urn.nsk.hr/urn:nbn:hr:235:795444;;;;
etfos:1062;thesis;DVB-T2 Simulink model;Loncarevic, Domagoj;Herceg, Marijan;;30.9.2016;https://urn.nsk.hr/urn:nbn:hr:200:545496;;;;
fpz:643;thesis;Comparative Analysis of Reverse Logistics Activities and Incineration for Greening Waste Management;Stankeric, Oliver;Bajor, Ivona;;27.9.2016;https://urn.nsk.hr/urn:nbn:hr:119:070798;;;;
fpz:187;thesis;Postal parcels delivery phase optimization;Baltic, Igor;"Kavran, Zvonko; Madlenák, Radovan";;24.9.2015;https://urn.nsk.hr/urn:nbn:hr:119:575387;;;;
fsb:4981;thesis;Numericko modeliranje procesa ubrizgavanja i isparavanja goriva u uvjetima povišene temperature goriva i niskog tlaka komore izgaranja;Benkovic, Dajana;Vujanovic, Milan;;6.12.2018;https://urn.nsk.hr/urn:nbn:hr:235:058232;;;;
fsb:3803;thesis;Numericka karakterizacija brodskog propelera;Šeb, Borna;Jasak, Hrvoje;;31.3.2017;https://urn.nsk.hr/urn:nbn:hr:235:498992;;;;
fpz:2051;thesis;Development of a Safety Performance Evaluation Process and Supporting Tool for Changes in ATM;Dobroslavic, Tea;Juricic, Biljana;;24.9.2020;https://urn.nsk.hr/urn:nbn:hr:119:021762;;;;
fsb:2924;thesis;Analiza i implementacija metode harmonicke ravnoteže u proracunskoj mehanici fluida;Cvijetic, Gregor;Jasak, Hrvoje;;17.7.2015;https://urn.nsk.hr/urn:nbn:hr:235:118181;;;;
gradst:17;thesis;Diskretna optimizacija ovješenih mostova;Ðerek, Andrea;Harapin, Alen;;4.9.2015;https://urn.nsk.hr/urn:nbn:hr:123:880997;;;;
fsb:9401;thesis;Numerical analysis of adhesively bonded joints;Milohanic, Darian;Virag, Lana;;21.7.2023;https://urn.nsk.hr/urn:nbn:hr:235:700861;;;;
rgn:1704;thesis;Application for absolute permeability analysis based on digital rock sample;Trgovec-Greif, Martin;"Vulin, Domagoj; ";;16.7.2021;https://urn.nsk.hr/urn:nbn:hr:169:239632;;;;
fsb:4987;thesis;Trodimenzionalna numericka simulacija procesa izgaranja u komori izgaranja mlaznog motora;Delic, Fran;Jasak, Hrvoje;;29.3.2019;https://urn.nsk.hr/urn:nbn:hr:235:409395;;;;
riteh:3806;thesis;Comparison of Traditional Compression Methods of Different Datasets for Cloud Storage Systems;Klen, Deni;Lerga, Jonatan;;17.7.2023;https://urn.nsk.hr/urn:nbn:hr:190:611761;;;;
fsb:5957;thesis;Numerical modelling of the preloaded bolted connections;Kalauz, Matija;Tonkovic, Zdenko;;15.5.2020;https://urn.nsk.hr/urn:nbn:hr:235:868819;;;;
riteh:3885;thesis;Interpretability of Machine Learning Models on Medical Tabular Data;Rubinic, Ivan;Štajduhar, Ivan;;15.7.1905;https://urn.nsk.hr/urn:nbn:hr:190:051791;;;;
fsb:3410;thesis;Ispitivanje i analiza znacajki rada dvo-gorivnog motora;Blažic, Mislav;Kozarac, Darko;;15.7.2016;https://urn.nsk.hr/urn:nbn:hr:235:263290;;;;
fsb:3798;thesis;Razvoj mehatronickih koncepata za hapticku dojavu slicnih pritisku gumba u kombinaciji s pokaznicima osjetljivima na dodir;Kljajic, Zorica;Pavkovic, Danijel;;30.3.2017;https://urn.nsk.hr/urn:nbn:hr:235:963271;;;;
fpz:384;thesis;Functional Efficiency Optimization of Intersection Donje Svetice and Planinska Street;Gurung, Arun;Pilko, Hrvoje;;5.7.2016;https://urn.nsk.hr/urn:nbn:hr:119:451299;;;;
fsb:7019;thesis;Numericko modeliranje procesa izgaranja e-goriva polioksimetilen dimetil etera;Pecaver Šošic, Dominik;Vujanovic, Milan;;13.5.2021;https://urn.nsk.hr/urn:nbn:hr:235:278663;;;;
fsb:2521;thesis;Model leta bespilotne letjelice konfiguracije leteceg krila;Andric, Marijan;Vrdoljak, Milan;;16.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:099098;;;;
fsb:3641;thesis;Razvoj automatiziranog procesa optimizacije profila turbinskih lopatica;Šojat, Borna;Jasak, Hrvoje;;27.1.2017;https://urn.nsk.hr/urn:nbn:hr:235:017268;;;;
fpz:2308;thesis;Aerodynamic Characteristics Estimation of Variable Geometry Airfoil in Supersonic Air Flow;Matak, Leo;Krajcek Nikolic, Karolina;;4.5.2021;https://urn.nsk.hr/urn:nbn:hr:119:135218;;;;
fsb:2520;thesis;ROS programski paket za distribuirano upravljanje mrežama dinamickih sustava;Rossi, Matija;Jokic, Andrej;;17.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:281074;;;;
fsb:3401;thesis;"Oblikovanje i 3D printanje implantata ""skela"" od trikalcij-fosfata";Kapo, Faruk;"Jurcevic Lulic, Tanja; Stampfl, Jürgen";;15.7.2016;https://urn.nsk.hr/urn:nbn:hr:235:879800;;;;
fsb:2528;thesis;Opetovana upotreba etalaona za provjeru penetrantskih sustava;Jantol, Sandra;Markucic, Damir;;17.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:749910;;;;
fsb:3290;thesis;Analiza izvedivosti primjene tehnologije RFID u tvornici kabela;Capparelli, Paolo;Kunica, Zoran;;10.2.2016;https://urn.nsk.hr/urn:nbn:hr:235:447805;;;;
fpz:2527;thesis;Origin-Destination Flow and Traffic Parameter Estimation Based on Cellular Network Data and Vehicle Movement Historical Records;MardeÅ¡ic, Nikola;"Caric, Tonci; ";;22.9.2021;https://urn.nsk.hr/urn:nbn:hr:119:515723;;;;
rgn:1940;thesis;Geomechanical aspects of deepwater well planning around salt structures;LeÅ¡, Borna;"PaÅ¡ic, Borivoje; ";;17.2.2022;https://urn.nsk.hr/urn:nbn:hr:169:657411;;;;
fsb:4668;thesis;Smjernice za usporedbu i procjenu elemenata motora s unutarnjim izgaranjem u svrhu poboljÅ¡anja buke i vibracija;Vizir, Valentina;Kozarac, Darko;;17.5.2019;https://urn.nsk.hr/urn:nbn:hr:235:941622;;;;
fsb:4894;thesis;Valna opterecenja oÅ¡tecenog broda;Mikulic, Antonio;Parunov, JoÅ¡ko;;14.7.2016;https://urn.nsk.hr/urn:nbn:hr:235:728434;;;;
fsb:4667;thesis;Simulacija buke u unutraÅ¡njosti vozila uzrokovane vanjskim izvorom zvuka koristeci metodu konacnih elemenata (MKE);Å imag, Martina;Alujevic, Neven;;17.5.2019;https://urn.nsk.hr/urn:nbn:hr:235:638314;;;;
fsb:2527;thesis;Tehno-ekonomska analiza prometa na europskim unutarnjim plovnim putovima;CakÅ¡iran, Marko;Å½iha, Kalman;;17.7.2014;https://urn.nsk.hr/urn:nbn:hr:235:999194;;;;
fsb:4091;thesis;Proracun opterecenja vjetra na plutajuci pucinski objekt;Jovan, Ivica;Jasak, Hrvoje;;24.1.2018;https://urn.nsk.hr/urn:nbn:hr:235:496991;;;;
rgn:1747;thesis;Pore-morphology based simulations in porous media;Gredicak, Viktor;"Perkovic, Luka; ";;10.9.2021;https://urn.nsk.hr/urn:nbn:hr:169:352800;;;;
fsb:6098;thesis;Diamond cutting tools wear behaviour analysed through diamond particles characterisation;Pisk, Matija;"Matijevic, BoÅ¾idar; ";;14.7.2020;https://urn.nsk.hr/urn:nbn:hr:235:060364;;;;
pmfst:1851;thesis;Anomaly detection in AWS load balancer logs;Jankuleski, Marko;Ugrina, Ivo;;30.10.2023;https://urn.nsk.hr/urn:nbn:hr:166:998425;;;;
fsb:3816;thesis;Termomehanicka numericka analiza ispuÅ¡nog sustava motora;Å ubat, Andrej;Tonkovic, Zdenko;;19.5.2017;https://urn.nsk.hr/urn:nbn:hr:235:481227;;;;
